publishedAt,authorDisplayName,textDisplay,likeCount,text_clean,dominant_topic,topic_probability
2025-09-01T13:27:27Z,@MuhammadYusuf-lh4ps,Thankyou for spreading this awareness,0,thankyou for spreading this awareness,1,0.29016647
2025-09-01T13:27:18Z,@dimasnr5212,"Menururt saya pndidikam diindonesia juga wajib direvolusi karena terlalu banyak ketidaksesuaian fakta sejarah dgn buku yg diedarkan di sekolah seluruh indonesia, serta kembali kesistem taman siswa bapak pendidikan indonesia ki hajar dewantoro (jika kamu padi jangan dipaksa jadi jagung)",0,menururt pndidikam diindonesia wajib direvolusi ketidaksesuaian fakta sejarah buku diedarkan sekolah indonesia kesistem taman siswa pendidikan indonesia hajar dewantoro padi dipaksa jagung,3,0.3548799
2025-09-01T13:26:07Z,@yuliadiprm,WONG DESO HADIR <br>SALAM NKRI HARGA MATI ❤,0,deso hadir salam nkri harga mati,4,0.28719577
2025-09-01T13:25:55Z,@dwikirifarakhodri,2029 ini orang bakal jadi rebutan capres. Semoga Monkey D Dragon kita satu ini tetep disisi rakyat.,0,orang rebutan capres semoga monkey dragon tetep disisi rakyat,5,0.41077274
2025-09-01T13:24:39Z,@OmZull-md4iq,Jangan beripkiran sempit bang .darurat militer dak segampang yng anda bicarakan. Ini adalah murni inspirasi rakyat .anda kira kalau di laksanakan darurat militer apakah indonesia siap akan ada daerah2 yng ingin merdeka..jadi jangan bodoh menggiring opini darurat meliter,0,beripkiran sempit darurat militer dak segampang bicarakan murni inspirasi rakyat laksanakan darurat militer indonesia daerah merdeka bodoh menggiring opini darurat meliter,2,0.50300884
2025-09-01T13:22:48Z,@gunawanwijaya8608,Sahkan perampasan aset Dan hukuman mati koruptor. Koruptor paling takut miskin Dan mati setelah nya.,1,sahkan perampasan aset hukuman mati koruptor koruptor takut miskin mati,1,0.41018948
2025-09-01T13:22:25Z,@Vtrnss,"Udeh gantiin mentri ke uangan sama bang fery, ntar gw siap&quot; ngeroast 🗿🤣",0,udeh gantiin menteri uangan fery ntar quot ngeroast,1,0.3412638
2025-09-01T13:21:30Z,@Begone2332,Si pedo ekonom ibox 😂😂😂😂,0,pedo ekonom ibox,4,0.22445367
2025-09-01T13:20:06Z,@anggitadhijaya4005,Bro ferry dah liat podcast pak sri radjasa?,0,ferry dah lihat podcast sri radjasa,4,0.2867353
2025-09-01T13:18:22Z,@yogayogaa6336,"Jangan sampai darurat militer deh, kalau sampai kejadian ini benar-benar mengerikan!!!!",4,darurat militer kejadian mengerikan,2,0.3850463
2025-09-01T13:17:42Z,@KikiJurumudi-fb7jz,cek aliran dana pas sebelum2 demo siapa tau ketahuan dsna,0,cek aliran dana pas demo tau ketahuan dsna,4,0.3310524
2025-09-01T13:15:22Z,@video_global239,"Aksi masa yg di jaga tentara gak ada yg datang, trus aksi masa yg di jaga polisi banyak btul.<br>Semacam ada yg tunggangi ini..<br>Kok ada perbedaan sih",1,aksi jaga tentara trus aksi jaga polisi btul tunggangi perbedaan,4,0.3166022
2025-09-01T13:14:20Z,@najibalamin,Ora mudeng Maksudte mas...,0,ora mudeng maksudte,4,0.22445367
2025-09-01T13:11:42Z,@hajiyahjiah3067,Mencari dalang tanya lah sama sahroni kan dia dalang nya bilang orang tolol,0,mencari dalang sahroni dalang bilang orang tolol,3,0.2640799
2025-09-01T13:11:25Z,@wisatatoraja,"Bangsa Indonesia adalah bangsa yang kuat, yang mampu menghadapi masa sulit sekalipun",0,bangsa indonesia bangsa kuat menghadapi sulit,5,0.32104096
2025-09-01T13:10:50Z,@paradisealamin8497,Makasi banyak mas Ferry... yang selalu mengajarkan biar masyarakat jadi lebih &#39;cerdas&#39; dan tidak masuk dalam &#39;perangkap&#39; dengan bahasa yang lebih dimengerti. Kiranya Tuhan selalu memberikan kesehatan dan menjaga keselamatan Mas Ferry dan keluarga🙏,88,makasi ferry mengajarkan biar masyarakat cerdas masuk perangkap bahasa dimengerti tuhan kesehatan menjaga keselamatan ferry keluarga,5,0.47161707
2025-09-03T11:07:26Z,@menotfunnyclips8982,intinya kekayaan dunia itu 80% dikuasai oleh generasinya mulyono umur 60-80 tahunan ini udah by the sistem sistemnya monopoli kapitalist sentralist diseluruh dunia mengapa seperti game monopoli yang bermain pertama akan menguasai sumber daya lalu apa yang terjadi pada generasi seterusnya semakin dikit kekayaan mereka contoh gen z sekarang 26% kekayaan rebutan miskin mereka lalu apa yang terjadi generasi selanjutnya mereka akan rebutan kekayaan 1% dengan gaji sangat kecil sekali contoh misal gaji 3 juta besok cuman buat kos bisa saja 5 juta solusinya cuman satu revolusi dunia seperti one piece perang saudara di seluruh dunai karena ini kasus dunia lalu apakah gen z bisa kaya bisa tapi tidak seperti generasi sebelumnya kenapa karena gatekeeping ekonomi is real itu nyata dan terjadi lalu apa yang dilakukan anak muda ya harus hustle kultur dimana kerja 18 jam 3 shift cuman bayar kos ataupun hidup lalu apa yang dilakukan anak muda perempuan mereka akan bermain collective of chicken dimana mereka hanya memilih sugar daddy sebagai simpanan dari pasangan mereka jika mereka juga tertarik oleh tubuh pria muda,0,intinya kekayaan dunia dikuasai generasinya mulyono umur tahunan the sistem sistemnya monopoli kapitalist sentralist diseluruh dunia game monopoli bermain menguasai sumber daya generasi dikit kekayaan contoh gen kekayaan rebutan miskin generasi rebutan kekayaan gaji contoh gaji juta besok cuman kos juta solusinya cuman revolusi dunia one piece perang saudara dunai dunia gen kaya generasi gatekeeping ekonomi real nyata anak muda hustle kultur dimana kerja jam shift cuman bayar kos hidup anak muda perempuan bermain collective chicken dimana memilih sugar daddy simpanan pasangan tertarik tubuh pria muda,3,0.42014757
2025-09-01T13:10:12Z,@chissiondfan4121,Kak coba lihat demo di Kupang NTT,1,kak coba lihat demo kupang ntt,4,0.386834
2025-09-01T13:09:58Z,@NgguyuBae,Sehat terus bang..<br>Tetep hati2 bang.. Krn akan lebih banyak orang ga suka ke abang..<br>Semoga abang selalu dilindungi Tuhan yg maha Esa.,0,sehat tetep hati orang suka abang semoga abang dilindungi tuhan maha esa,5,0.5719605
2025-09-01T13:08:21Z,@ariryan8791,"ngomong apa sih ga jelas, kalau memang tau dalang nya sebut nama nya biar tdk bias, minimal mandi dulu gosok gigi baru ngomong",0,ngomong tau dalang nama biar bias minimal mandi gosok gigi ngomong,1,0.26699188
2025-09-01T13:07:42Z,@kamalbaskarah9123,"Untuk yang sering ngikutin video bang ferry, sadar ga sih udah ga ada logo close the door di videonya bang ferry. Selalu keren bang ferry",0,ngikutin video ferry sadar logo close the door videonya ferry keren ferry,3,0.39084956
2025-09-01T13:07:42Z,@akrom_media,Ayo berantas judol ... Aku kasihan ma temen2 ma saudara yang udah kecanduan judol ... Harta mereka habis2an ... 😢,0,ayo berantas judol kasihan temen saudara kecanduan judol harta habis,4,0.28160635
2025-09-01T13:07:05Z,@mazpionk9946,Apa kader PDIP gk ada yg punya YouTube y? 😂,0,kader pdip youtube,1,0.31527436
2025-09-01T13:06:21Z,@d-vgame4163,Geng solo mna suaranya!!! 😅😅😅,0,geng solo mna suaranya,1,0.36845443
2025-09-01T13:05:21Z,@dastinaditya1500,"Bener juga yaa gua liat2, udah gada lagi judol2 promosi",1,bener yaa lihat gada judol promosi,4,0.3590282
2025-09-01T13:04:33Z,@hakimbondex,"BANG KENAPA LU GAK BILANG AJA APA ADANYA, BAHWA YANG BERTANGGUNG JAWAB ADA OKNUM PETINGGI TNI YANG HAUS AKAN KEKUASAAN. <br><br>TINGGAL BILANG AJA, BANYAK ORANG YANG GAGAL FAHAM ESENSI YANG ABANG SAMPAIKAN.<br><br>TAPI SAYA SANGAT SANGAT FAHAM.<br><br>BANGSAT LU OKNUM PETINGGI TNI YANG DI BACKING MAFIA .......!!!!!!!!",1,bilang bertanggung oknum petinggi tni haus kekuasaan tinggal bilang orang gagal faham esensi abang faham bangsat oknum petinggi tni backing mafia,5,0.3118511
2025-09-01T13:04:15Z,@legalserenity4368,"Udah ga tau yg harus di percaya yang mana, influencer juga rata rata dibayar untuk bikin vidio 😂",0,tau percaya influencer dibayar bikin vidio,1,0.38605595
2025-09-01T13:02:31Z,@rossyhertati1736,"sejak pertama menemukan channel youtube Ferry Irwandi, saya tahu beliau orang hebat, genius dan luar biasa, proud of you bang, sehat terus dan selalu dalam lindungan Allah SWT",0,menemukan channel youtube ferry irwandi beliau orang hebat genius proud you sehat lindungan allah swt,5,0.3640369
2025-09-01T13:02:11Z,@luthvandy,Dari penjelasan bg fery &quot; Teringat Aceh dulu saat melawan Indonesia&quot;,0,penjelasan fery quot aceh melawan indonesia quot,5,0.30081058
2025-09-01T12:59:13Z,@sacturnus,"terima kasih kontennya bang fer, jadi dapat pencerahan untuk apasih yang harus dilakukan selanjutnya. semoga lu selalu dilindungi oleh Tuhan dimanapun lu berada banggggg!!!! jangan bosen bosen untuk buat konten lagi ya, gua selalu nunggu dan akan selalu jadi penonton setia konten lu",0,terima kasih kontennya fer pencerahan apasih semoga dilindungi tuhan dimanapun banggggg bosen bosen konten nunggu penonton setia konten,5,0.5926124
2025-09-01T12:58:19Z,@ianrizkiana157,Gak smooth caranya mereka fikir masyarakat bodoh2 semua.. pola2 kasar tirani era modern sudah tdk sprti ini cara kerjanya.. ini cara era orde baru.. jaman sudah berubah pola pun berubah tp yg semoga masyarakat jauh lebih smart dlm membaca arah pergerakan.. tdk mudah terancing sesuai dgn keingsn mereka.. tetap stay safe dan selalu waspada dan mawas diri Inshaa Allah semua akan baik2 saja...,0,smooth fikir masyarakat bodoh pola kasar tirani era modern sprti kerjanya era orde jaman berubah pola berubah semoga masyarakat smart membaca arah pergerakan mudah terancing sesuai keingsn stay safe waspada mawas inshaa allah,2,0.29082844
2025-09-01T12:55:09Z,@aas529,"Saran saya bang, kita harus paksa Syahroni meminta maaf, di Ig nya tidak ada ungkapan apapun mengenai hal ini. Menurut saya, puncak kemarahan adalah  Syahroni ngatain rakyat tolol.",0,saran paksa syahroni maaf ungkapan apapun puncak kemarahan syahroni ngatain rakyat tolol,3,0.26117393
2025-09-01T12:53:53Z,@MohIkhsan-u5p,Dengan video ini. Lu emang berhasil bantu pemerintah menjaga stabilitas negara..👍 keren..<br><br>Namun ini akan di manfaatkan oleh anggota DPR untuk melalaikan tuntutan rakyat. Dengan berbagai alasan broo..<br><br>situasi yg telah kondusif membuat para pejabat tidak akan jera dan tidak bertindak cepat dalam menuntaskan 11 tuntutan dari demo kemarin. Ini malahan memberi waktu pejabat korup untuk menyembunyikan aset hasil kkn mereka secara rapi dan lebih aman lagi.<br><br>Aku yakin beberapa hari lagi ekonomi di indo bakal sedikit colaps. Karena aksi demo kemarin udah jadi sorotan dunia. Walau banyak media yg nggak bisa bergerak bebas dalam menyiarkan berita. <br><br>Sekarang temen2 aksi demo kemarin akan sangat di susahkan dalam mengawal 11 tuntutan rakyat kemarin. Dengan berbagai alasan semoga tetap semangat dan semoga tetap selamat tetap dalam perjuangan kawan2 murni pendemo. Kalian luar biasa. pahlawan rakyat. <br><br>Mari sama2 kita kawal hasil dari demo kali ini. Apakah akan langsung di jawab dengan baik oleh pemerintah. Atau akan di janji janji lagi dengan banyak alasan dan perdebatan. 👍,0,video emang berhasil bantu pemerintah menjaga stabilitas negara keren manfaatkan anggota dpr melalaikan tuntutan rakyat alasan broo situasi kondusif pejabat jera bertindak cepat menuntaskan tuntutan demo kemarin pejabat korup menyembunyikan aset hasil kkn rapi aman ekonomi indo colaps aksi demo kemarin sorotan dunia media nggak bergerak bebas menyiarkan berita temen aksi demo kemarin susahkan mengawal tuntutan rakyat kemarin alasan semoga semangat semoga selamat perjuangan kawan murni pendemo pahlawan rakyat mari kawal hasil demo kali langsung pemerintah janji janji alasan perdebatan,2,0.32440665
2025-09-01T12:53:52Z,@RENOISESTUDIO,Bang instagrammu kok gk bisa di buka?,0,instagrammu buka,4,0.30237332
2025-09-01T12:53:08Z,@adedhonal77,"Zaman SBY yg demo sering mengatasnamakan &quot;rakyat&quot;, era Jokowi mengatasnamakan &quot;agama&quot;",0,zaman sby demo mengatasnamakan quot rakyat quot era jokowi mengatasnamakan quot agama quot,1,0.44017482
2025-09-01T12:52:56Z,@DoRey-wr8kz,UNTUNGNYA BUNG FERRY UDAH GA JADI PEJABAT PUBLIK LAGIIII,0,untungnya ferry pejabat publik lagiiii,3,0.24767122
2025-09-01T12:52:39Z,@aligufron7159,"Abang pinter,bisa baca pergerakan politik,ini permainan politik, perebutan kekuasaan antara elit politik,tinggal kita lihat yg menang.sambil minum kopi dipojokan😊",0,abang pinter baca pergerakan politik permainan politik perebutan kekuasaan elit politik tinggal lihat menang minum kopi dipojokan,2,0.36111414
2025-09-01T12:50:02Z,@azonix934,👍keren bersama warga pati,0,keren warga pati,1,0.39927986
2025-09-01T12:48:14Z,@Ahmad_syarkowi,"<a href=""https://www.youtube.com/watch?v=3FwSeBfl61g&amp;t=241"">4:01</a> &quot;senjata kita adalah otak, yang mana mereka gak punya&quot;. Kelas,. Dan memang kecerdasan dibantu kesadaran itu modal kita",0,quot senjata otak quot kelas kecerdasan dibantu kesadaran modal,1,0.37621328
2025-09-01T12:47:45Z,@ilhamalwaly9953,bang lu mirip profesor yg difilm money heist spanyol,0,profesor difilm money heist spanyol,4,0.41888377
2025-09-01T12:47:05Z,@noranora8967,"Saudara2ku anggota dewan mundur kl kemampuan kalian sebagai anggota DPR tdk dapat berfumgsi, disitu bukan cari uang tapi pengabdian pada bangsa dan negara demi kesejahtetaan rakyat<br> Apalagi artis pemghasilan kalian sdh berlimpah.",1,saudara anggota dewan mundur kemampuan anggota dpr berfumgsi disitu cari uang pengabdian bangsa negara kesejahtetaan rakyat artis pemghasilan berlimpah,4,0.3925522
2025-09-01T12:46:25Z,@tatatata2551,"Mereka terlalu dungu untuk sadar bahwa rakyatnya sudah pintar, masih aja pake kaset lagu lama mau diputar ulang, minimal update risetnya.... Whats a f*ckin&#39; dumb",0,dungu sadar rakyatnya pintar pake kaset lagu diputar ulang minimal update risetnya whats ckin dumb,2,0.41102073
2025-09-01T12:46:18Z,@bambsvlogcoy7922,Mosok seh itu institusi yg katanya di cintai rakyat indo😅,0,mosok seh institusi cintai rakyat indo,4,0.25170165
2025-09-01T12:44:47Z,@UdinSitorus-od7ws,"Si Gibran, bapaknya dan para Termul ingin memanfaatkan situasi ini...",1,gibran bapaknya termul memanfaatkan situasi,1,0.27002358
2025-09-01T12:41:15Z,@hi.feneta,"Memang suatu negara akan maju kalau bangsa nya cerdas ya. Untuk demo kali ini banyak yang tidak terprovokasi, dan salut untuk bang @FerryIrwandi yang selalu membantu mengingatkan kita dan memberikan wawasan tentang apa yang sedang terjadi di negara ini. Semoga sehat selalu Ferry &amp; The team",0,negara maju bangsa cerdas demo kali terprovokasi salut membantu wawasan negara semoga sehat ferry amp the team,5,0.46135688
2025-09-01T12:40:45Z,@Heri06,Cuma minta UUD perampasan aset segera di sahkan,1,uud perampasan aset sahkan,1,0.36859047
2025-09-01T12:37:01Z,@bukanzionispesek,salah bro analisanya anda kalah 2 langkah  ...,0,salah analisanya kalah langkah,1,0.30988723
2025-09-01T12:34:35Z,@buayaterbang8195,Yg nyuruh jangan live tiktok itu genk siapa,0,nyuruh live tiktok genk,4,0.30963808
2025-09-01T12:33:22Z,@buayaterbang8195,"Si menantu lagi bergerak bagi2 beras, si anak lagi sibuk panggil ojol gadungan ke istana. heran di suasana sprti ini mereka bru mncul nyari simpati",0,menantu bergerak beras anak sibuk panggil ojol gadungan istana heran suasana sprti bru mncul nyari simpati,1,0.32769728
2025-09-01T12:31:50Z,@tandoridho9955,Respect bung ferry 🔥,0,respect ferry,5,0.3635766
2025-09-01T12:31:42Z,@dchannelijo,Gua suka yang ke gini pake otak bukan pake otot,0,suka gini pake otak pake otot,1,0.41377717
2025-09-01T12:30:59Z,@pejuangreceh913,"Bg speak up dong itu korban kena tembak muka nya ancur,saya kurang tau pakai apa ya..<br>Tp sepertinya di sniper..<br>Saya ada video jelas dan fotonya",2,speak korban kena tembak muka ancur tau pakai sniper video fotonya,2,0.31539136
2025-09-01T12:30:13Z,@cepzpetrucci4892,Buzzer nya kek DC pinjol ya bang.. 😂<br>Di blokir juga masih punya banyak nomor buat neror 😂,0,buzzer kek pinjol blokir nomor neror,5,0.29160574
2025-09-01T12:30:06Z,@rullzgaming159,Terimakasih,0,terimakasih,4,0.3024232
2025-09-01T12:29:55Z,@rrrizkiramadhan31,"Terima kasih sudah bersuara dengan penuh warna , Bung fer 🔥",1,terima kasih bersuara penuh warna fer,5,0.4001218
2025-09-01T12:29:27Z,@riawulandari7609,Dari gorengan nya sih clasic udh pernah ricuh juga kan Indonesia sblmnya? Apakah dalangnga elite yg sama? Mari kita tanya pada rumput di depan gedung dpr ri.,0,gorengan clasic ricuh indonesia sblmnya dalangnga elite mari rumput gedung dpr,4,0.36361426
2025-09-01T12:29:24Z,@exsanarsitek1697,Jaga fasilitas dan bangunan milik rakyat karena itu adalah milik kita sendiri Hasil dari keringat kita.,0,jaga fasilitas bangunan milik rakyat milik hasil keringat,4,0.315791
2025-09-01T12:28:48Z,@highculture3713,"saya sudah telusuri mas akun yg diberikan mas ferry, disitu saya melihat siapa yg menjadi penyebabnya dari situ saya dapat analisa tujuan atau goal nya",0,telusuri akun ferry disitu penyebabnya situ analisa tujuan goal,2,0.351068
2025-09-01T12:28:44Z,@sahrulmuhtar,kalau memang akun itu tidak ditelusuri artinya apa?,0,akun ditelusuri,4,0.36604747
2025-09-01T12:24:57Z,@oldwiseowl4506,"Yang mereka tidak punya adalah KESADARAN HATI dan NURANI, bukan ketidakmampuan dalam berpikir.<br>Mana mungkin orang yang tidak mampu menggunakan pikirannya bisa punya siasat BUSUK.",0,kesadaran hati nurani ketidakmampuan berpikir orang pikirannya siasat busuk,5,0.4078114
2025-09-01T12:23:00Z,@DabraGomes,Bang apakah dalangnya kaum komunis gaya baru?!,0,dalangnya kaum komunis gaya,5,0.30635905
2025-09-01T12:21:55Z,@lasvegass95,"MANTAPP,,, DEMI KEDAMAIAN",0,mantapp kedamaian,5,0.29952648
2025-09-01T12:20:49Z,@joranmadu459,Karna demo hari&quot; ini.. jadi hadir tercerahkan di sini nih makasih bang 😂<br>Ada udah di balik batu ternyata kampret😂,0,demo quot hadir tercerahkan makasih batu kampret,2,0.263908
2025-09-01T12:20:16Z,@SyafaaturahmanSyafaaturahman,"Sehat2 mas fer,smg sllu dlm lindungan Tuhan.",0,sehat fer smg sllu lindungan tuhan,5,0.33879364
2025-09-01T12:18:57Z,@ricosongotsitubondo,"<a href=""https://www.youtube.com/watch?v=3FwSeBfl61g&amp;t=431"">7:11</a> polisi nyogok, polisi bayar",2,polisi nyogok polisi bayar,2,0.33289394
2025-09-01T12:18:09Z,@cikoo-p5o,Terima kasih bang sudah menjadi &quot;WAKIL RAKYAT&quot; yg sesungguhnya,0,terima kasih quot wakil rakyat quot sesungguhnya,2,0.31118947
2025-09-01T12:16:34Z,@semutireng8332,Genk Solo ambil untung<br>Si fufufafa bikin drama ojol😅😅😂,0,genk solo ambil untung fufufafa bikin drama ojol,1,0.34033164
2025-09-01T12:16:27Z,@cuansaham2532,Yang paling diuntungkan  dari demo2 ini adalah PSI dan Geng Solo.,0,diuntungkan demo psi geng solo,1,0.34209442
2025-09-01T12:14:08Z,@itsmeintan21,"Mari Menuju Indonesia emas, memberantas para koruptor dan pejabat yg seenaknya 🫡🔥",0,mari indonesia emas memberantas koruptor pejabat,2,0.28731123
2025-09-01T12:12:03Z,@Surya45-iz8hq,"Mungkin asing yang dimaksud PRABOWO adalah Riza Chalid (YAMAN) karena dia sudah buron dan anggota yang terlibat ama dia sudah tertangkap dipemerintahan PRABOWO.  Diat tidak senang dan tertekan oleh ultimatum ini sehingga dia mencari celah dimana dia bisa terkoneksi dengan anggota pemerintahan agar memicu semua ini terjadi, tentunya yang dia harapkan adalah Lengsernya Prabowo. Dan dia RIZA CHALID kasusnya dapat dihilangkan",0,asing prabowo riza chalid yaman buron anggota terlibat ama tertangkap dipemerintahan prabowo diat senang tertekan ultimatum mencari celah dimana terkoneksi anggota pemerintahan memicu harapkan lengsernya prabowo riza chalid kasusnya dihilangkan,1,0.51945525
2025-09-01T12:11:43Z,@duniabahari1695,Merinding liat konten lue fer,0,merinding lihat konten lue fer,5,0.3069825
2025-09-01T12:10:39Z,@ayahazraboysak3727,Pelakunya masih sama dengan pemilik akun fufufa dan org inilah yg bkin judol di indonesia gk kelar&#39; di berantas<br><br><br>Yg tau tau aja lah yo😂,0,pelakunya pemilik akun fufufa orang bkin judol indonesia kelar berantas tau tau,4,0.3026105
2025-09-01T12:09:02Z,@khansa7819,"Gak ada lah darurat militer, prabowo terlalu bego klo gitu.",0,darurat militer prabowo bego,2,0.3835162
2025-09-01T12:08:42Z,@masnana5075,Up dan share videonya biar makin banyak yg sadar,0,share videonya biar sadar,3,0.3251319
2025-09-01T12:08:10Z,@yusufanshori6674,"Prabowo juga harus berani siapa yg menusuk dan menghancurkan dia dari dalam harus dipecat,dan kebijakan dia yang kontroversial ,bagi bagi jabatan, efisiensi anggaran tapi menambah jumlah menteri ,ngga jadi mengampuni koruptor dan mengangkat pejabat ex koruptor harusnya jangan dilakukan",0,prabowo berani menusuk menghancurkan dipecat kebijakan kontroversial jabatan efisiensi anggaran menambah menteri ngga mengampuni koruptor mengangkat pejabat koruptor,1,0.42497802
2025-09-01T12:07:36Z,@sellysetiawati9653,warga jaga warga,0,warga jaga warga,1,0.31563142
2025-09-01T12:04:49Z,@mohammadrofiq5761,Lawan buzzer plonga plongo,0,lawan buzzer plonga plongo,5,0.33215836
2025-09-01T12:04:45Z,@Inguinguan,"Korban lebih banyak rakyat, ini berawal dari kasus kekecewaan rakyat,tahan dulu jangan terprovokasi,nanti waktu nya apocalypse kita kuat",0,korban rakyat kekecewaan rakyat tahan terprovokasi apocalypse kuat,2,0.5001539
2025-09-01T12:04:26Z,@davidblozom4484,"Jadi sebenarnya siapa dalang kerusuhan ini? Bukti nya apa? Supaya langsung kita lapor ke pihak berwajib supaya segera ditindak dan tidak melakukan teror lagi. Gemes banget nyari kemana2 gak ada yg dengan lantang ngomong ini provokator nya, ini bukti nya",0,dalang kerusuhan bukti langsung lapor berwajib ditindak teror gemes nyari kemana lantang ngomong provokator bukti,4,0.38585725
2025-09-01T12:03:04Z,@rianrandesalu3410,Analisa orang ini tajam. Hati2 kita harus tetap waras walau amarah mulai menguasai.,0,analisa orang tajam hati waras amarah menguasai,4,0.25149697
2025-09-01T12:01:46Z,@infuderr.h.4478,Terimakasih para influencer yg peduli terhadap sesama <br><br>Stop demo dulu ya,0,terimakasih influencer peduli stop demo,4,0.28742567
2025-09-01T11:58:12Z,@tegar_permadi,Ferry Irwandi adalah L dari death note,0,ferry irwandi death note,5,0.30812615
2025-09-01T11:58:09Z,@nanaskuning9564,Masuk polisi 250 juta ortu jual sawah 😂,0,masuk polisi juta ortu jual sawah,4,0.35828263
2025-09-01T11:57:46Z,@pacekhaslana,TNI juga memutuskan untuk diam juga otomatis rencana mereka juga gagal sih 😂. Terlihat sih disini tni lebih memilih untuk sebagai tenaga tambahan daripada mendukung aksi represif.,0,tni memutuskan diam otomatis rencana gagal tni memilih tenaga tambahan mendukung aksi represif,2,0.2926571
2025-09-01T11:55:56Z,@RizkiyaNur,Reza cholid di up apa ada hubungan dengan demo,0,reza cholid hubungan demo,5,0.33231965
2025-09-01T11:55:45Z,@vianraharjo3660,Orang orang yang di bilang perwakilan rakyat sebenernya ada di dalam dirimu bang fer.    Makasih udah mencerdaskan dan mencerahkan ...orang orang seperti anda sangat di butuhkan untuk kita,1,orang orang bilang perwakilan rakyat sebenernya dirimu fer makasih mencerdaskan mencerahkan orang orang butuhkan,5,0.34803846
2025-09-01T11:54:03Z,@cucurohiman3600,Bang sumpah jaga diri lu baik baik😢,0,sumpah jaga,5,0.2723669
2025-09-01T11:53:12Z,@rifqiardhie8496,"5. &quot;Kalau orang2/kelompok2 yg ter-afiliasi dengan kami dirugikan, maka kami akan marah dan berteriak. Tapi kalau orang2/kelompok2 yang ter-afiliasi dengan kami diuntungkan, maka kami akan pura2 tidak mendengar dan..&quot; Apakah berkomentar dengan kalimat ini bisa dikategorikan sbg dalang? Bukankah pernyataan ndrewstjan ini juga sebuah bentuk kepedulian publik/ sikap kritis dari ybs? ini seperti, &quot;karena sama2 satu gerbong, oknum koruptor di pihak gerbong itu gak diproses hukum. Tapi, kalo udah pecah kongsi baru diproses hukum&quot;  atau di POV lain, &quot;karena koruptornya sudah pecah kongsi dengan rezim, ketika kejahatan korupsinya diproses, ybs melakukan pembelaan diri..&quot;ini kriminalisasi&quot;, padahal ybs terbukti menerima aliran dana korupsi&quot;",0,quot orang kelompok ter afiliasi dirugikan marah berteriak orang kelompok ter afiliasi diuntungkan pura mendengar quot berkomentar kalimat dikategorikan dalang pernyataan ndrewstjan bentuk kepedulian publik sikap kritis ybs quot gerbong oknum koruptor gerbong diproses hukum pecah kongsi diproses hukum quot pov quot koruptornya pecah kongsi rezim kejahatan korupsinya diproses ybs pembelaan quot kriminalisasi quot ybs terbukti menerima aliran dana korupsi quot,2,0.3597571
2025-09-01T11:53:10Z,@jumriahananda9788,"jdi dalang sesungguhnya dri sisi mana nih, sya blm tangkap  point itu sorry, anyone can explain?",0,dalang sesungguhnya dri sisi sya tangkap point sorry anyone can explain,3,0.3466628
2025-09-01T11:52:49Z,@suganda507,darurat militer ga mungkin di lakukan prabowo...                      dan terlalu jauh kalau berpikir  kejadian keruruhan ini untuk meloloskan sistem darurqt militer  ....       !!!!  jalan pikiran nya terlalu jauh,0,darurat militer lakukan prabowo berpikir kejadian keruruhan meloloskan sistem darurqt militer jalan pikiran,2,0.42105627
2025-09-01T11:50:48Z,@chelseanadewi1049,Q ikut demo gk ada yg ngajak dan  mengarahkan....tp mendidih aja denger finaikanya tunjangan DPR dan joget2 kek gtu....saya sendiri korban PHK...blom dpt kerjaan lgi kok enakkkkk bgt mereka menari2 di atas penderitaan rakyat,0,demo ngajak mengarahkan mendidih denger finaikanya tunjangan dpr joget kek gtu korban phk kerjaan lgi enakkkkk menari penderitaan rakyat,4,0.3340493
2025-09-01T11:49:29Z,@hermawanheru1462,"Aktor nya 1 nama. Ya, rizachalid. InfoA1",1,aktor nama rizachalid infoa,4,0.27458778
2025-09-01T11:48:57Z,@wyea,"Ini gak ada kah orang kaya baik di Indonesia? 😂 Perasaan orkay pada jahat semua, atau diam. Gw yakin pemerintah dan kroninya ini pada songong karena berlindung di balik kekayaan mereka. Sebab mereka tau uang bakal bisa dipake buat banyak hal di negara kleptokrasi kek Indonesia ini 😂.",0,kah orang kaya indonesia perasaan orkay jahat diam pemerintah kroninya songong berlindung kekayaan tau uang dipake negara kleptokrasi kek indonesia,3,0.36831936
2025-09-01T11:47:24Z,@agussururi1195,Parah toxic twiter dibawa ke dunia nyata ama genZ,0,parah toxic twiter dibawa dunia nyata ama genz,2,0.28499562
2025-09-01T11:47:11Z,@kemedjuara9773,Ko gue mikir plotnya agar para anggota DPR dan para mentri  pindah ke IKN karna lokasi pemerintahan di pulau jawa sudah tidak aman,0,mikir plotnya anggota dpr menteri pindah ikn lokasi pemerintahan pulau jawa aman,1,0.34137875
2025-09-01T11:57:54Z,@ichsann0248,"Gak make sense inimah, yang ada malah di daerah makin parah",0,make sense inimah daerah parah,2,0.3796781
2025-09-01T11:45:47Z,@agussururi1195,Rumah ketua DPR aman. Hemmmm<br>Rumah DPR yg dibeking partai aman semua,1,rumah ketua dpr aman hemmmm rumah dpr dibeking partai aman,4,0.3545612
2025-09-01T11:49:56Z,@agussururi1195,Dasco ketawa,0,dasco ketawa,4,0.22445367
